LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,Foundation,TotalBsmtSF,CentralAir,Electrical,GrLivArea,BedroomAbvGr,YrSold,SaleType,SaleCondition,SalePrice
11000,NAmes,Single Family,1Story,5,Cinder Block,1154,Yes,SBrkr,1154,3,2009,Warranty Deed,Normal,154000
10998,Edwards,Single Family,1.5Fin,5,Cinder Block,984,Yes,SBrkr,1604,3,2009,Warranty Deed,Normal,117000
10994,SawyerW,Single Family,1Story,8,Poured Concrete ,1844,Yes,SBrkr,1844,2,2009,Contract,Force Closure,257000
10991,Timber,Single Family,1Story,8,Poured Concrete ,1571,Yes,SBrkr,1571,3,2007,New,Partial,239000
10970,CollgCr,Single Family,SFlat,6,Cinder Block,940,Yes,SBrkr,1026,3,2008,Warranty Deed,Normal,147000
10944,NoRidge,Single Family,2Story,7,Poured Concrete ,1223,Yes,SBrkr,2127,3,2008,Warranty Deed,Normal,271000
10930,NAmes,Single Family,1.5Fin,5,Cinder Block,913,Yes,FuseA,1558,3,2008,Warranty Deed,Normal,140000
10927,NridgHt,Single Family,2Story,8,Poured Concrete ,1058,Yes,SBrkr,1904,3,2006,Warranty Deed,Normal,275000
10921,Edwards,Single Family,1Story,4,Cinder Block,960,Yes,FuseF,960,3,2007,Warranty Deed,Normal,94750
10920,NAmes,Single Family,1Story,6,Cinder Block,1253,Yes,SBrkr,1253,2,2008,Warranty Deed,Normal,157000
10918,Crawfor,Single Family,2Story,7,Brick and Tile,1276,Yes,SBrkr,2080,3,2009,Warranty Deed,Normal,234000
10900,CollgCr,Single Family,2Story,6,Cinder Block,689,Yes,SBrkr,1392,3,2010,Warranty Deed,Normal,161750
10896,SWISU,Two Family,2.5Fin,6,Cinder Block,1440,Yes,FuseA,3395,8,2007,Warranty Deed,Force Closure,200000
10880,Edwards,Two Family,1Story,5,Cinder Block,1164,No,SBrkr,1164,3,2008,Contract Low Down,Normal,125000
10859,CollgCr,Single Family,1Story,5,Poured Concrete ,1097,Yes,SBrkr,1097,3,2009,Warranty Deed,Normal,145000
10852,Gilbert,Single Family,2Story,6,Poured Concrete ,959,Yes,SBrkr,1671,3,2006,Warranty Deed,Normal,173000
10839,Gilbert,Single Family,2Story,6,Poured Concrete ,926,Yes,SBrkr,1604,3,2008,Warranty Deed,Normal,181000
10832,Gilbert,Single Family,2Story,7,Poured Concrete ,712,Yes,SBrkr,1895,3,2008,Warranty Deed,Normal,194500
10800,OldTown,Single Family,1Story,4,Brick and Tile,641,Yes,SBrkr,1047,2,2007,Warranty Deed,Normal,100000
10800,Somerst,Single Family,2Story,8,Poured Concrete ,1034,Yes,SBrkr,2078,3,2008,New,Partial,339750
10800,OldTown,Two Family,1.5Fin,5,Cinder Block,954,No,FuseA,2414,3,2006,Contract Low Down,Normal,160000
10800,OldTown,Two Family,2Story,4,Brick and Tile,0,No,FuseA,1294,3,2008,Warranty Deed,Normal,106250
10800,NWAmes,Single Family,2Story,6,Cinder Block,1522,Yes,SBrkr,2614,4,2008,Warranty Deed,Normal,240000
10800,OldTown,Single Family,2Story,7,Brick and Tile,718,Yes,SBrkr,2554,3,2007,Warranty Deed,Normal,159500
10800,OldTown,Single Family,2.5Unf,7,Brick and Tile,880,No,SBrkr,1768,2,2006,Warranty Deed,Normal,163000
10800,Edwards,Duplex,1Story,5,Cinder Block,1200,Yes,SBrkr,1200,3,2009,Warranty Deed,Within Family,179000
10800,OldTown,Single Family,1.5Fin,5,Poured Concrete ,686,Yes,SBrkr,1652,4,2010,Warranty Deed,Normal,139000
10800,NAmes,Single Family,1.5Fin,4,Cinder Block,720,No,FuseA,1192,4,2006,Warranty Deed,Force Closure,135000
10800,OldTown,Single Family,1.5Fin,5,Cinder Block,796,Yes,SBrkr,1466,3,2006,Warranty Deed,Normal,170000
10800,OldTown,Single Family,1Story,5,Brick and Tile,1120,Yes,SBrkr,1130,2,2006,Warranty Deed,Normal,120000
10800,OldTown,Two Family,1.5Fin,6,Brick and Tile,482,No,SBrkr,1912,3,2008,Warranty Deed,Normal,163000
10800,OldTown,Single Family,1Story,4,Brick and Tile,656,Yes,SBrkr,968,4,2007,Warranty Deed,Normal,64500
10793,NWAmes,Single Family,2Story,5,Cinder Block,780,Yes,SBrkr,1620,4,2007,Warranty Deed,Normal,152000
10791,Sawyer,Duplex,1Story,4,Slab,0,Yes,SBrkr,1296,2,2006,Warranty Deed,Normal,90000
10784,Gilbert,Single Family,SFlat,7,Poured Concrete ,384,Yes,SBrkr,1472,3,2007,Warranty Deed,Normal,160000
10780,CollgCr,Single Family,SFlat,5,Cinder Block,911,Yes,SBrkr,954,3,2006,Warranty Deed,Normal,132500
10778,Sawyer,Duplex,1Story,4,Cinder Block,1768,No,SBrkr,1768,4,2010,Warranty Deed,Normal,136500
10769,CollgCr,Single Family,2Story,8,Poured Concrete ,866,Yes,SBrkr,1768,3,2009,Warranty Deed,Normal,212000
10768,Veenker,Single Family,1Story,5,Cinder Block,1437,Yes,SBrkr,1437,3,2007,Warranty Deed,Normal,218000
10762,SawyerW,Townhouse,2Story,6,Cinder Block,626,Yes,SBrkr,1217,3,2009,Warranty Deed,Normal,120000
10762,Gilbert,Single Family,2Story,7,Poured Concrete ,978,Yes,SBrkr,1983,3,2009,Warranty Deed,Normal,225000
10728,Somerst,Single Family,2Story,8,Poured Concrete ,1095,Yes,SBrkr,1939,3,2006,New,Partial,266000
10721,NAmes,Single Family,1Story,6,Cinder Block,1252,Yes,SBrkr,1252,3,2008,Warranty Deed,Normal,142000
10708,Clear Creek,Single Family,1Story,5,Cinder Block,1617,Yes,FuseA,1867,2,2009,Contract,Normal,190000
10690,IDOTRR,Single Family,2Story,5,Cinder Block,672,Yes,FuseA,1344,3,2009,Warranty Deed,Normal,147000
10680,NAmes,Single Family,1Story,5,Cinder Block,2136,No,FuseA,2136,4,2006,Warranty Deed,Normal,137900
10678,NoRidge,Single Family,1.5Fin,8,Poured Concrete ,1683,Yes,SBrkr,2872,4,2007,Warranty Deed,Normal,285000
10665,CollgCr,Single Family,1Story,7,Poured Concrete ,1453,Yes,SBrkr,1479,3,2007,Warranty Deed,Normal,226000
10659,NAmes,Single Family,1Story,5,Cinder Block,1050,Yes,SBrkr,1050,3,2006,Contract,Normal,136500
10656,Timber,Single Family,1Story,8,Poured Concrete ,1638,Yes,SBrkr,1646,3,2007,New,Partial,248900
10655,NridgHt,Single Family,1Story,8,Poured Concrete ,3206,Yes,SBrkr,1629,3,2009,Warranty Deed,Normal,284000
10652,CollgCr,Single Family,1Story,7,Poured Concrete ,1494,Yes,SBrkr,1494,3,2007,New,Partial,279500
10650,CollgCr,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,3,2010,Warranty Deed,Normal,128200
10637,CollgCr,Single Family,1Story,8,Poured Concrete ,1705,Yes,SBrkr,1718,3,2009,Warranty Deed,Normal,297000
10635,CollgCr,Single Family,1Story,8,Poured Concrete ,1657,Yes,SBrkr,1668,3,2010,Warranty Deed,Normal,232000
10634,NAmes,Single Family,1Story,5,Poured Concrete ,608,Yes,SBrkr,1319,3,2009,Warranty Deed,Normal,123000
10628,NAmes,Single Family,1Story,7,Cinder Block,1277,Yes,SBrkr,1277,2,2007,Warranty Deed,Normal,167000
10625,Edwards,Single Family,1Story,5,Brick and Tile,458,No,SBrkr,835,2,2010,Contract,Force Closure,83000
10625,NridgHt,Single Family,2Story,7,Poured Concrete ,998,Yes,SBrkr,2046,3,2008,Warranty Deed,Normal,284000
10625,NWAmes,Single Family,SFoyer,7,Cinder Block,1053,Yes,SBrkr,1173,3,2010,Warranty Deed,Within Family,170000
10625,Somerst,Single Family,2Story,7,Poured Concrete ,1026,Yes,SBrkr,1958,3,2008,Warranty Deed,Normal,250000
10624,NAmes,Duplex,1Story,5,Cinder Block,1728,Yes,SBrkr,1728,6,2007,Warranty Deed,Normal,119000
10615,OldTown,Two Family,2Story,3,Cinder Block,978,Yes,SBrkr,1699,3,2009,Warranty Deed,Force Closure,95000
10603,NWAmes,Single Family,1Story,6,Poured Concrete ,1610,Yes,SBrkr,1610,3,2010,Warranty Deed,Normal,205000
10594,Crawfor,Single Family,1.5Unf,5,Brick and Tile,768,No,SBrkr,789,2,2007,Warranty Deed,Normal,96500
10593,NoRidge,Single Family,1Story,7,Poured Concrete ,1720,Yes,SBrkr,1720,3,2010,Warranty Deed,Normal,260400
10592,Crawfor,Single Family,2Story,6,Poured Concrete ,602,Yes,SBrkr,1502,3,2007,Warranty Deed,Normal,165000
10574,Somerst,Single Family,2Story,8,Poured Concrete ,1082,Yes,SBrkr,1953,3,2009,Warranty Deed,Normal,252000
10570,Crawfor,Single Family,2Story,8,Cinder Block,853,Yes,SBrkr,2727,3,2007,Warranty Deed,Normal,315000
10562,NridgHt,Single Family,2Story,8,Poured Concrete ,1582,Yes,SBrkr,2161,3,2007,New,Partial,325624
10552,NAmes,Single Family,1Story,5,Cinder Block,1398,Yes,SBrkr,1700,4,2010,Warranty Deed,Normal,165500
10542,NoRidge,Single Family,2Story,7,Poured Concrete ,1311,Yes,SBrkr,2418,3,2008,Warranty Deed,Normal,341000
10530,NAmes,Single Family,1Story,6,Cinder Block,981,Yes,SBrkr,981,3,2007,Warranty Deed,Normal,143250
10530,Mitchel,Duplex,SFoyer,6,Cinder Block,975,Yes,SBrkr,1004,2,2006,Warranty Deed,Normal,135000
10500,NAmes,Single Family,1Story,4,Cinder Block,864,Yes,SBrkr,864,2,2009,Warranty Deed,Force Closure,97000
10500,NAmes,Single Family,SFlat,5,Cinder Block,372,Yes,SBrkr,1109,3,2007,Warranty Deed,Normal,139000
10496,NAmes,Single Family,1.5Fin,6,Cinder Block,1040,Yes,SBrkr,1846,3,2007,Warranty Deed,Normal,143000
10482,NAmes,Single Family,SFlat,6,Cinder Block,588,Yes,SBrkr,1138,3,2007,Warranty Deed,Normal,145000
10480,SWISU,Single Family,1.5Fin,6,Brick and Tile,1064,Yes,FuseA,1639,3,2008,Warranty Deed,Normal,115000
10480,NWAmes,Single Family,2Story,7,Cinder Block,803,Yes,SBrkr,1964,4,2008,Warranty Deed,Normal,205000
10475,CollgCr,Single Family,1Story,8,Poured Concrete ,1694,Yes,SBrkr,1694,3,2010,Warranty Deed,Normal,245350
10463,Gilbert,Single Family,2Story,8,Poured Concrete ,893,Yes,SBrkr,1801,3,2006,Warranty Deed,Normal,239900
10452,Edwards,Single Family,1Story,6,Cinder Block,1094,Yes,SBrkr,1094,3,2008,Warranty Deed,Normal,155000
10448,NWAmes,Single Family,SFlat,6,Cinder Block,689,Yes,SBrkr,2119,3,2009,Contract,Force Closure,158000
10440,OldTown,Single Family,2Story,5,Poured Concrete ,440,Yes,SBrkr,1230,2,2009,Warranty Deed,Normal,110000
10440,OldTown,Single Family,2Story,5,Poured Concrete ,650,Yes,SBrkr,1539,3,2008,Warranty Deed,Normal,157500
10440,OldTown,Single Family,1.5Fin,6,Brick and Tile,1510,Yes,SBrkr,2792,5,2008,Warranty Deed,Normal,256000
10437,NoRidge,Single Family,1Story,8,Poured Concrete ,2109,Yes,SBrkr,2113,2,2008,Warranty Deed,Normal,350000
10434,NAmes,Single Family,1Story,4,Cinder Block,1005,Yes,SBrkr,1005,2,2009,Warranty Deed,Normal,115000
10421,NWAmes,Single Family,2Story,7,Cinder Block,980,Yes,SBrkr,1714,3,2010,Warranty Deed,Normal,196500
10420,Edwards,Single Family,1Story,6,Poured Concrete ,1212,Yes,SBrkr,1212,3,2010,Warranty Deed,Normal,186000
10410,OldTown,Single Family,1.5Fin,5,Cinder Block,660,Yes,SBrkr,1656,3,2009,Warranty Deed,Normal,135000
10410,OldTown,Single Family,1.5Fin,3,Poured Concrete ,672,Yes,SBrkr,1214,3,2006,Warranty Deed,Within Family,105000
10402,CollgCr,Single Family,1Story,7,Poured Concrete ,1226,Yes,SBrkr,1226,3,2010,Warranty Deed,Normal,198900
10400,NWAmes,Single Family,1Story,7,Poured Concrete ,1304,Yes,SBrkr,1682,3,2008,Warranty Deed,Normal,174000
10400,NWAmes,Single Family,1Story,7,Cinder Block,1845,Yes,SBrkr,1872,3,2006,Warranty Deed,Normal,241500
10400,NWAmes,Single Family,2Story,6,Cinder Block,732,Yes,SBrkr,1790,4,2006,Warranty Deed,Normal,165150
10400,NWAmes,Single Family,1Story,7,Cinder Block,1090,Yes,SBrkr,1370,3,2009,Warranty Deed,Within Family,152000
10400,CollgCr,Single Family,2Story,7,Poured Concrete ,866,Yes,SBrkr,1779,3,2009,Warranty Deed,Normal,197900
10395,NWAmes,Single Family,SFlat,6,Cinder Block,1032,Yes,SBrkr,1032,3,2007,Warranty Deed,Normal,148000
10386,CollgCr,Single Family,1Story,8,Poured Concrete ,2000,Yes,SBrkr,2000,3,2007,Warranty Deed,Normal,305900
10382,NWAmes,Single Family,2Story,7,Cinder Block,1107,Yes,SBrkr,2090,3,2009,Warranty Deed,Normal,200000
10382,NAmes,Two Family,SFlat,6,Cinder Block,588,Yes,SBrkr,1095,2,2006,Contract Low Down,Normal,140000
10380,SawyerW,Single Family,2Story,7,Cinder Block,1502,Yes,SBrkr,2730,4,2007,Warranty Deed,Normal,301000
10364,Gilbert,Single Family,2Story,6,Poured Concrete ,806,Yes,SBrkr,1572,3,2007,Warranty Deed,Normal,168000
10357,SawyerW,Single Family,1Story,7,Poured Concrete ,910,Yes,SBrkr,1442,3,2007,Warranty Deed,Normal,179900
10356,CollgCr,Single Family,1Story,5,Cinder Block,969,Yes,SBrkr,969,3,2007,Warranty Deed,Normal,122000
10355,NAmes,Single Family,1Story,5,Cinder Block,1214,Yes,SBrkr,1214,3,2007,Warranty Deed,Normal,143000
10335,Sawyer,Single Family,1Story,5,Cinder Block,1461,Yes,SBrkr,1721,3,2006,Warranty Deed,Normal,180000
10335,CollgCr,Single Family,1Story,7,Poured Concrete ,1490,Yes,SBrkr,1501,3,2009,Warranty Deed,Normal,204000
10320,IDOTRR,Single Family,1.5Fin,6,Cinder Block,756,Yes,SBrkr,1469,3,2008,Warranty Deed,Normal,135000
10316,CollgCr,Single Family,2Story,7,Poured Concrete ,992,Yes,SBrkr,1865,3,2008,Warranty Deed,Normal,235000
10304,NWAmes,Single Family,2Story,5,Cinder Block,780,Yes,SBrkr,1868,4,2009,Warranty Deed,Normal,197500
10300,OldTown,Single Family,2Story,7,Brick and Tile,576,Yes,SBrkr,1710,3,2010,Warranty Deed,Normal,140000
10289,NAmes,Single Family,1Story,5,Cinder Block,1073,Yes,SBrkr,1073,3,2007,Warranty Deed,Normal,156000
10267,Brookside,Single Family,1Story,6,Brick and Tile,816,Yes,SBrkr,838,2,2008,Warranty Deed,Normal,130000
10264,CollgCr,Single Family,1Story,7,Poured Concrete ,1588,Yes,SBrkr,1588,3,2006,Warranty Deed,Normal,214000
10261,Gilbert,Single Family,2Story,6,Poured Concrete ,936,Yes,SBrkr,1792,3,2008,Warranty Deed,Normal,186500
10246,Sawyer,Single Family,SFlat,4,Cinder Block,648,Yes,SBrkr,960,0,2006,Warranty Deed,Normal,145000
10240,NridgHt,Single Family,2Story,8,Poured Concrete ,1030,Yes,SBrkr,2098,3,2006,Warranty Deed,Normal,275500
10240,NWAmes,Single Family,1Story,6,Cinder Block,1686,Yes,SBrkr,1686,3,2006,Warranty Deed,Normal,207500
10237,Gilbert,Single Family,1Story,6,Poured Concrete ,1316,Yes,SBrkr,1316,3,2006,New,Partial,169990
10237,Gilbert,Single Family,2Story,6,Poured Concrete ,783,Yes,SBrkr,1484,3,2007,New,Partial,178900
10226,CollgCr,Single Family,1Story,8,Poured Concrete ,1622,Yes,SBrkr,1630,3,2009,Warranty Deed,Normal,295493
10215,Edwards,Single Family,1Story,4,Poured Concrete ,864,Yes,SBrkr,948,3,2007,Warranty Deed,Normal,111000
10208,NoRidge,Single Family,2Story,7,Poured Concrete ,1264,Yes,SBrkr,2344,3,2009,Warranty Deed,Normal,265000
10207,Somerst,Single Family,2Story,7,Poured Concrete ,874,Yes,SBrkr,1761,3,2007,New,Partial,227875
10206,Somerst,Single Family,1Story,8,Poured Concrete ,1563,Yes,SBrkr,1563,3,2008,Warranty Deed,Normal,245000
10206,Edwards,Single Family,1Story,3,Slab,0,No,FuseF,944,2,2009,Warranty Deed,Normal,82000
10205,NAmes,Single Family,SFoyer,5,Cinder Block,925,Yes,SBrkr,999,3,2006,Warranty Deed,Normal,134500
10200,NAmes,Single Family,1Story,5,Cinder Block,1086,Yes,SBrkr,1086,3,2010,Warranty Deed,Normal,144900
10200,Sawyer,Single Family,1Story,5,Poured Concrete ,672,Yes,SBrkr,672,2,2008,Warranty Deed,Normal,108000
10200,Timber,Single Family,SFlat,6,Cinder Block,1461,Yes,SBrkr,1509,3,2008,Warranty Deed,Force Closure,175000
10197,NAmes,Single Family,1Story,6,Cinder Block,1362,Yes,SBrkr,1362,3,2008,Contract,Normal,163000
10192,NWAmes,Single Family,SFlat,7,Cinder Block,570,Yes,SBrkr,1920,4,2006,Warranty Deed,Normal,170000
10186,NoRidge,Single Family,2Story,7,Poured Concrete ,750,Yes,SBrkr,1923,3,2010,Warranty Deed,Normal,190000
10182,Somerst,Single Family,1Story,8,Poured Concrete ,1660,Yes,SBrkr,1660,3,2006,New,Partial,290000
10175,NAmes,Single Family,1Story,6,Cinder Block,1425,Yes,SBrkr,1425,3,2008,Warranty Deed,Normal,180500
10171,NridgHt,Single Family,1Story,7,Poured Concrete ,1517,Yes,SBrkr,1535,3,2010,Warranty Deed,Normal,214000
10159,NridgHt,Single Family,1Story,9,Poured Concrete ,1930,Yes,SBrkr,1940,3,2010,New,Partial,395192
10152,NAmes,Single Family,1Story,5,Cinder Block,1048,Yes,SBrkr,1048,3,2007,Warranty Deed,Normal,135000
10150,NAmes,Single Family,1Story,5,Cinder Block,912,Yes,FuseA,912,2,2007,Contract,Normal,114500
10142,SawyerW,Single Family,2Story,7,Poured Concrete ,956,Yes,SBrkr,2084,4,2010,Warranty Deed,Normal,233000
10141,Gilbert,Single Family,2Story,7,Poured Concrete ,832,Yes,SBrkr,1718,3,2009,Warranty Deed,Normal,185000
10140,NWAmes,Single Family,1Story,7,Poured Concrete ,1650,Yes,SBrkr,1680,3,2009,Warranty Deed,Normal,213250
10140,NWAmes,Single Family,1Story,6,Cinder Block,1064,Yes,SBrkr,1350,3,2009,Warranty Deed,Normal,165000
10140,NWAmes,Single Family,1Story,6,Cinder Block,1040,Yes,SBrkr,1309,3,2006,Warranty Deed,Normal,181000
10140,NWAmes,Single Family,1Story,5,Cinder Block,1056,Yes,SBrkr,1074,3,2006,Warranty Deed,Normal,153500
10140,NWAmes,Single Family,2Story,7,Poured Concrete ,832,Yes,SBrkr,1664,4,2006,Warranty Deed,Normal,162900
10134,OldTown,Single Family,1.5Fin,5,Cinder Block,735,Yes,FuseA,1034,2,2007,Warranty Deed,Normal,109000
10125,Mitchel,Single Family,1Story,6,Cinder Block,1196,Yes,SBrkr,1279,3,2008,Warranty Deed,Normal,171500
10125,Mitchel,Duplex,1.5Fin,5,Cinder Block,0,Yes,SBrkr,1734,4,2009,Contract,Normal,126000
10120,OldTown,Two Family,2.5Unf,7,Cinder Block,925,No,FuseF,1889,4,2007,Warranty Deed,Normal,122000
10120,NoRidge,Single Family,2Story,8,Poured Concrete ,1165,Yes,SBrkr,2526,4,2006,Warranty Deed,Normal,290000
10106,Edwards,Two Family,1.5Fin,5,Brick and Tile,644,Yes,SBrkr,1355,4,2008,Warranty Deed,Normal,127500
10084,Somerst,Single Family,1Story,8,Poured Concrete ,1686,Yes,SBrkr,1694,3,2007,Warranty Deed,Normal,307000
10084,CollgCr,Single Family,1Story,7,Poured Concrete ,1552,Yes,SBrkr,1552,3,2006,New,Partial,212900
10083,SawyerW,Single Family,1Story,7,Poured Concrete ,1176,Yes,SBrkr,1200,2,2009,Warranty Deed,Normal,184900
10041,SawyerW,Single Family,2Story,8,Poured Concrete ,908,Yes,SBrkr,1915,3,2006,Warranty Deed,Force Closure,220000
10029,Clear Creek,Single Family,2Story,6,Poured Concrete ,1151,Yes,SBrkr,2060,4,2007,Warranty Deed,Normal,211000
10020,Edwards,Single Family,1Story,1,Brick and Tile,683,No,FuseA,904,1,2009,Warranty Deed,Normal,61000
10012,Edwards,Single Family,SFoyer,4,Cinder Block,1138,Yes,SBrkr,1181,3,2008,Warranty Deed,Normal,137500
10011,NAmes,Single Family,1Story,5,Cinder Block,1070,Yes,SBrkr,1236,2,2006,Warranty Deed,Normal,134450
10010,Mitchel,Single Family,1Story,5,Cinder Block,1389,Yes,SBrkr,1389,2,2006,Warranty Deed,Normal,170000
10007,NAmes,Single Family,1Story,5,Cinder Block,1053,Yes,SBrkr,1053,3,2008,Warranty Deed,Normal,145500
10005,Clear Creek,Single Family,2Story,7,Cinder Block,1160,Yes,SBrkr,2022,4,2008,Warranty Deed,Normal,192000
10004,NAmes,Single Family,1Story,6,Cinder Block,1516,Yes,SBrkr,1516,3,2009,Warranty Deed,Normal,167000
10000,NAmes,Single Family,1Story,6,Cinder Block,1116,Yes,SBrkr,1116,3,2010,Warranty Deed,Normal,160000
10000,NWAmes,Single Family,1Story,5,Cinder Block,1176,Yes,SBrkr,1178,3,2008,Warranty Deed,Normal,157000
10000,Sawyer,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,1144,3,2009,Warranty Deed,Normal,131400
10000,Somerst,Single Family,1Story,8,Poured Concrete ,1588,Yes,SBrkr,1588,3,2007,Warranty Deed,Normal,227000
10000,CollgCr,Single Family,2Story,8,Poured Concrete ,1220,Yes,SBrkr,2090,3,2007,Warranty Deed,Normal,240000
9991,Sawyer,Single Family,1Story,4,Cinder Block,1281,Yes,SBrkr,1620,3,2009,Warranty Deed,Normal,150000
9986,Somerst,Single Family,1Story,8,Poured Concrete ,1795,Yes,SBrkr,1795,2,2007,New,Partial,147000
9967,Gilbert,Single Family,SFlat,7,Poured Concrete ,384,Yes,SBrkr,1430,3,2007,Warranty Deed,Normal,170000
9965,CollgCr,Single Family,2Story,7,Poured Concrete ,1264,Yes,SBrkr,2696,4,2007,New,Partial,383970
9965,CollgCr,Single Family,2Story,8,Poured Concrete ,1466,Yes,SBrkr,2828,4,2007,New,Partial,424870
9950,NoRidge,Single Family,2Story,7,Poured Concrete ,1203,Yes,SBrkr,2520,4,2007,Warranty Deed,Force Closure,290000
9947,Mitchel,Single Family,SFlat,7,Poured Concrete ,1188,Yes,SBrkr,1217,3,2009,Warranty Deed,Normal,173000
9945,Sawyer,Single Family,1Story,5,Cinder Block,988,Yes,SBrkr,988,3,2007,Warranty Deed,Normal,128500
9938,SawyerW,Single Family,2Story,7,Poured Concrete ,1050,Yes,SBrkr,1949,3,2010,Warranty Deed,Normal,236000
9937,Edwards,Single Family,1Story,5,Poured Concrete ,1486,Yes,SBrkr,1486,3,2009,Warranty Deed,Normal,167000
9937,Edwards,Single Family,1Story,5,Cinder Block,1256,Yes,SBrkr,1256,3,2008,Warranty Deed,Normal,147500
9920,CollgCr,Single Family,1Story,5,Cinder Block,971,Yes,SBrkr,971,3,2006,Warranty Deed,Normal,128500
9920,NoRidge,Single Family,2Story,7,Poured Concrete ,1117,Yes,SBrkr,2013,3,2007,Warranty Deed,Normal,269790
9920,NAmes,Single Family,1Story,5,Cinder Block,1056,Yes,SBrkr,1063,3,2010,Warranty Deed,Normal,128000
9906,OldTown,Single Family,2Story,4,Cinder Block,686,No,SBrkr,1328,3,2006,Warranty Deed,Within Family,107000
9900,NoRidge,Single Family,2Story,7,Poured Concrete ,1347,Yes,SBrkr,2646,4,2009,Warranty Deed,Normal,260000
9900,SWISU,Single Family,1.5Fin,6,Brick and Tile,778,Yes,SBrkr,1489,3,2009,Warranty Deed,Normal,139500
9900,NWAmes,Single Family,2Story,7,Cinder Block,832,Yes,SBrkr,1978,4,2008,Warranty Deed,Normal,176000
9900,OldTown,Single Family,2Story,6,Brick and Tile,1008,Yes,SBrkr,2210,5,2007,Warranty Deed,Normal,117500
9880,Mitchel,Single Family,SFlat,6,Cinder Block,1096,Yes,SBrkr,1118,3,2008,Warranty Deed,Normal,171000
9873,Brookside,Two Family,1Story,4,Cinder Block,960,No,SBrkr,960,3,2006,Warranty Deed,Normal,129000
9858,Mitchel,Single Family,1Story,5,Cinder Block,864,Yes,SBrkr,874,3,2009,Warranty Deed,Normal,130000
9855,Edwards,Single Family,1Story,6,Cinder Block,1436,Yes,SBrkr,1689,3,2009,Contract,Normal,127500
9849,Somerst,Single Family,1Story,7,Poured Concrete ,1689,Yes,SBrkr,1689,3,2007,New,Partial,248328
9842,NAmes,Duplex,1Story,4,Slab,0,Yes,SBrkr,1224,2,2007,Warranty Deed,Normal,101800
9842,SWISU,Single Family,2Story,5,Brick and Tile,612,Yes,SBrkr,2601,4,2008,Warranty Deed,Normal,189000
9830,NAmes,Single Family,1Story,5,Cinder Block,1063,Yes,SBrkr,1287,3,2010,Warranty Deed,Normal,162000
9828,SawyerW,Single Family,2Story,8,Poured Concrete ,1128,Yes,SBrkr,2020,3,2009,Warranty Deed,Normal,239500
9825,Edwards,Duplex,1Story,5,Cinder Block,0,No,SBrkr,1664,4,2010,Warranty Deed,Normal,100000
9819,Sawyer,Single Family,1Story,5,Cinder Block,882,Yes,SBrkr,900,3,2010,Warranty Deed,Normal,122000
9819,Mitchel,Single Family,1Story,6,Poured Concrete ,1567,Yes,SBrkr,1567,2,2009,Warranty Deed,Normal,196000
9808,CollgCr,Single Family,1Story,7,Poured Concrete ,1573,Yes,SBrkr,1573,3,2009,Warranty Deed,Normal,227000
9803,Somerst,Single Family,2Story,7,Poured Concrete ,866,Yes,SBrkr,1768,3,2008,Warranty Deed,Normal,226700
9800,CollgCr,Single Family,1Story,5,Poured Concrete ,894,Yes,SBrkr,894,3,2006,Warranty Deed,Force Closure,149900
9790,NWAmes,Single Family,1Story,6,Cinder Block,1372,Yes,SBrkr,1342,3,2009,Warranty Deed,Normal,161500
9790,NWAmes,Single Family,1Story,6,Cinder Block,1328,Yes,SBrkr,1328,3,2010,Warranty Deed,Normal,143000
9786,NAmes,Single Family,1.5Fin,6,Cinder Block,912,Yes,SBrkr,1734,3,2006,Warranty Deed,Normal,159000
9786,IDOTRR,Single Family,1Story,3,Brick and Tile,1007,No,SBrkr,1077,3,2006,Warranty Deed,Normal,91000
9765,Gilbert,Single Family,2Story,6,Poured Concrete ,680,Yes,SBrkr,1470,3,2009,Warranty Deed,Normal,185000
9764,Sawyer,Single Family,1Story,5,Cinder Block,894,Yes,SBrkr,894,3,2008,Warranty Deed,Normal,130000
9760,NAmes,Single Family,2Story,6,Cinder Block,822,Yes,SBrkr,1851,3,2007,Warranty Deed,Normal,187000
9760,NAmes,Single Family,2Story,6,Cinder Block,780,Yes,SBrkr,1611,4,2008,Warranty Deed,Normal,167900
9758,NAmes,Single Family,1Story,5,Cinder Block,950,Yes,SBrkr,950,3,2007,Warranty Deed,Normal,119500
9750,NAmes,Single Family,SFlat,5,Poured Concrete ,980,Yes,SBrkr,980,3,2006,Warranty Deed,Normal,135500
9750,NAmes,Single Family,1Story,6,Cinder Block,1442,Yes,SBrkr,1442,4,2007,Contract,Normal,157900
9750,CollgCr,Single Family,1Story,7,Poured Concrete ,1630,Yes,SBrkr,1630,3,2009,Warranty Deed,Normal,213000
9750,NAmes,Single Family,1Story,6,Cinder Block,1054,Yes,SBrkr,1054,3,2008,Warranty Deed,Normal,151000
9750,CollgCr,Single Family,2Story,7,Poured Concrete ,1108,Yes,SBrkr,2097,3,2006,Warranty Deed,Normal,274300
9742,CollgCr,Single Family,1Story,8,Poured Concrete ,1777,Yes,SBrkr,1795,3,2008,Warranty Deed,Normal,230000
9738,Edwards,Single Family,1.5Fin,5,Brick and Tile,784,Yes,SBrkr,1221,4,2006,Warranty Deed,Normal,104900
